PROVINCE_NAME,TYPE,PROVINCE_CODE,DISTRICT_NAME,TYPE_1,DISTRICT_CODE,WARD_NAME,TYPE_2,WARD_CODE
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Phúc Xá,Phường,00001
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Trúc Bạch,Phường,00004
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Vĩnh Phúc,Phường,00006
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Cống Vị,Phường,00007
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Liễu Giai,Phường,00008
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Nguyễn Trung Trực,Phường,00010
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Quán Thánh,Phường,00013
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Ngọc Hà,Phường,00016
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Điện Biên,Phường,00019
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Đội Cấn,Phường,00022
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Ngọc Khánh,Phường,00025
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Kim Mã,Phường,00028
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Giảng Võ,Phường,00031
Hà Nội,Thành phố,01,Ba Đình,Quận,001,Thành Công,Phường,00034
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Phúc Tân,Phường,00037
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Đồng Xuân,Phường,00040
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Mã,Phường,00043
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Buồm,Phường,00046
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Đào,Phường,00049
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Bồ,Phường,00052
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Cửa Đông,Phường,00055
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Lý Thái Tổ,Phường,00058
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Bạc,Phường,00061
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Gai,Phường,00064
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Chương Dương,Phường,00067
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Trống,Phường,00070
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Cửa Nam,Phường,00073
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Bông,Phường,00076
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Tràng Tiền,Phường,00079
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Trần Hưng Đạo,Phường,00082
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Phan Chu Trinh,Phường,00085
Hà Nội,Thành phố,01,Hoàn Kiếm,Quận,002,Hàng Bài,Phường,00088
Hà Nội,Thành phố,01,Tây Hồ,Quận,003,Phú Thượng,Phường,00091
Hà Nội,Thành phố,01,Tây Hồ,Quận,003,Nhật Tân,Phường,00094
Hà Nội,Thành phố,01,Tây Hồ,Quận,003,Tứ Liên,Phường,00097
Hà Nội,Thành phố,01,Tây Hồ,Quận,003,Quảng An,Phường,00100
Hà Nội,Thành phố,01,Tây Hồ,Quận,003,Xuân La,Phường,00103
Hà Nội,Thành phố,01,Tây Hồ,Quận,003,Yên Phụ,Phường,00106
Hà Nội,Thành phố,01,Tây Hồ,Quận,003,Bưởi,Phường,00109
Hà Nội,Thành phố,01,Tây Hồ,Quận,003,Thụy Khuê,Phường,00112
Hà Nội,Thành phố,01,Long Biên,Quận,004,Thượng Thanh,Phường,00115
Hà Nội,Thành phố,01,Long Biên,Quận,004,Ngọc Thụy,Phường,00118
Hà Nội,Thành phố,01,Long Biên,Quận,004,Giang Biên,Phường,00121
Hà Nội,Thành phố,01,Long Biên,Quận,004,Đức Giang,Phường,00124
Hà Nội,Thành phố,01,Long Biên,Quận,004,Việt Hưng,Phường,00127
Hà Nội,Thành phố,01,Long Biên,Quận,004,Gia Thụy,Phường,00130
Hà Nội,Thành phố,01,Long Biên,Quận,004,Ngọc Lâm,Phường,00133
Hà Nội,Thành phố,01,Long Biên,Quận,004,Phúc Lợi,Phường,00136
Hà Nội,Thành phố,01,Long Biên,Quận,004,Bồ Đề,Phường,00139
Hà Nội,Thành phố,01,Long Biên,Quận,004,Sài Đồng,Phường,00142
Hà Nội,Thành phố,01,Long Biên,Quận,004,Long Biên,Phường,00145
Hà Nội,Thành phố,01,Long Biên,Quận,004,Thạch Bàn,Phường,00148
Hà Nội,Thành phố,01,Long Biên,Quận,004,Phúc Đồng,Phường,00151
Hà Nội,Thành phố,01,Long Biên,Quận,004,Cự Khối,Phường,00154
Hà Nội,Thành phố,01,Cầu Giấy,Quận,005,Nghĩa Đô,Phường,00157
Hà Nội,Thành phố,01,Cầu Giấy,Quận,005,Nghĩa Tân,Phường,00160
Hà Nội,Thành phố,01,Cầu Giấy,Quận,005,Mai Dịch,Phường,00163
Hà Nội,Thành phố,01,Cầu Giấy,Quận,005,Dịch Vọng,Phường,00166
Hà Nội,Thành phố,01,Cầu Giấy,Quận,005,Dịch Vọng Hậu,Phường,00167
Hà Nội,Thành phố,01,Cầu Giấy,Quận,005,Quan Hoa,Phường,00169
Hà Nội,Thành phố,01,Cầu Giấy,Quận,005,Yên Hoà,Phường,00172
Hà Nội,Thành phố,01,Cầu Giấy,Quận,005,Trung Hoà,Phường,00175
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Cát Linh,Phường,00178
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Văn Miếu,Phường,00181
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Quốc Tử Giám,Phường,00184
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Láng Thượng,Phường,00187
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Ô Chợ Dừa,Phường,00190
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Văn Chương,Phường,00193
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Hàng Bột,Phường,00196
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Láng Hạ,Phường,00199
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Khâm Thiên,Phường,00202
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Thổ Quan,Phường,00205
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Nam Đồng,Phường,00208
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Trung Phụng,Phường,00211
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Quang Trung,Phường,00214
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Trung Liệt,Phường,00217
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Phương Liên,Phường,00220
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Thịnh Quang,Phường,00223
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Trung Tự,Phường,00226
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Kim Liên,Phường,00229
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Phương Mai,Phường,00232
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Ngã Tư Sở,Phường,00235
Hà Nội,Thành phố,01,Đống Đa,Quận,006,Khương Thượng,Phường,00238
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Nguyễn Du,Phường,00241
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Bạch Đằng,Phường,00244
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Phạm Đình Hổ,Phường,00247
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Lê Đại Hành,Phường,00256
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Đồng Nhân,Phường,00259
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Phố Huế,Phường,00262
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Đống Mác,Phường,00265
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Thanh Lương,Phường,00268
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Thanh Nhàn,Phường,00271
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Cầu Dền,Phường,00274
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Bách Khoa,Phường,00277
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Đồng Tâm,Phường,00280
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Vĩnh Tuy,Phường,00283
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Bạch Mai,Phường,00286
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Quỳnh Mai,Phường,00289
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Quỳnh Lôi,Phường,00292
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Minh Khai,Phường,00295
Hà Nội,Thành phố,01,Hai Bà Trưng,Quận,007,Trương Định,Phường,00298
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Thanh Trì,Phường,00301
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Vĩnh Hưng,Phường,00304
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Định Công,Phường,00307
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Mai Động,Phường,00310
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Tương Mai,Phường,00313
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Đại Kim,Phường,00316
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Tân Mai,Phường,00319
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Hoàng Văn Thụ,Phường,00322
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Giáp Bát,Phường,00325
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Lĩnh Nam,Phường,00328
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Thịnh Liệt,Phường,00331
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Trần Phú,Phường,00334
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Hoàng Liệt,Phường,00337
Hà Nội,Thành phố,01,Hoàng Mai,Quận,008,Yên Sở,Phường,00340
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Nhân Chính,Phường,00343
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Thượng Đình,Phường,00346
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Khương Trung,Phường,00349
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Khương Mai,Phường,00352
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Thanh Xuân Trung,Phường,00355
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Phương Liệt,Phường,00358
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Hạ Đình,Phường,00361
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Khương Đình,Phường,00364
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Thanh Xuân Bắc,Phường,00367
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Thanh Xuân Nam,Phường,00370
Hà Nội,Thành phố,01,Thanh Xuân,Quận,009,Kim Giang,Phường,00373
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Sóc Sơn,Thị trấn,00376
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Bắc Sơn,Xã,00379
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Minh Trí,Xã,00382
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Hồng Kỳ,Xã,00385
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Nam Sơn,Xã,00388
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Trung Giã,Xã,00391
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Tân Hưng,Xã,00394
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Minh Phú,Xã,00397
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Phù Linh,Xã,00400
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Bắc Phú,Xã,00403
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Tân Minh,Xã,00406
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Quang Tiến,Xã,00409
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Hiền Ninh,Xã,00412
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Tân Dân,Xã,00415
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Tiên Dược,Xã,00418
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Việt Long,Xã,00421
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Xuân Giang,Xã,00424
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Mai Đình,Xã,00427
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Đức Hoà,Xã,00430
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Thanh Xuân,Xã,00433
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Đông Xuân,Xã,00436
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Kim Lũ,Xã,00439
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Phú Cường,Xã,00442
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Phú Minh,Xã,00445
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Phù Lỗ,Xã,00448
Hà Nội,Thành phố,01,Sóc Sơn,Huyện,016,Xuân Thu,Xã,00451
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Đông Anh,Thị trấn,00454
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Xuân Nộn,Xã,00457
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Thuỵ Lâm,Xã,00460
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Bắc Hồng,Xã,00463
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Nguyên Khê,Xã,00466
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Nam Hồng,Xã,00469
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Tiên Dương,Xã,00472
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Vân Hà,Xã,00475
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Uy Nỗ,Xã,00478
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Vân Nội,Xã,00481
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Liên Hà,Xã,00484
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Việt Hùng,Xã,00487
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Kim Nỗ,Xã,00490
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Kim Chung,Xã,00493
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Dục Tú,Xã,00496
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Đại Mạch,Xã,00499
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Vĩnh Ngọc,Xã,00502
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Cổ Loa,Xã,00505
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Hải Bối,Xã,00508
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Xuân Canh,Xã,00511
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Võng La,Xã,00514
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Tàm Xá,Xã,00517
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Mai Lâm,Xã,00520
Hà Nội,Thành phố,01,Đông Anh,Huyện,017,Đông Hội,Xã,00523
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Yên Viên,Thị trấn,00526
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Yên Thường,Xã,00529
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Yên Viên,Xã,00532
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Ninh Hiệp,Xã,00535
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Đình Xuyên,Xã,00538
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Dương Hà,Xã,00541
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Phù Đổng,Xã,00544
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Trung Mầu,Xã,00547
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Lệ Chi,Xã,00550
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Cổ Bi,Xã,00553
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Đặng Xá,Xã,00556
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Phú Thị,Xã,00559
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Kim Sơn,Xã,00562
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Trâu Quỳ,Thị trấn,00565
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Dương Quang,Xã,00568
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Dương Xá,Xã,00571
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Đông Dư,Xã,00574
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Đa Tốn,Xã,00577
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Kiêu Kỵ,Xã,00580
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Bát Tràng,Xã,00583
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Kim Lan,Xã,00586
Hà Nội,Thành phố,01,Gia Lâm,Huyện,018,Văn Đức,Xã,00589
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Cầu Diễn,Phường,00592
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Xuân Phương,Phường,00622
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Phương Canh,Phường,00623
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Mỹ Đình 1,Phường,00625
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Mỹ Đình 2,Phường,00626
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Tây Mỗ,Phường,00628
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Mễ Trì,Phường,00631
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Phú Đô,Phường,00632
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Đại Mỗ,Phường,00634
Hà Nội,Thành phố,01,Nam Từ Liêm,Quận,019,Trung Văn,Phường,00637
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Văn Điển,Thị trấn,00640
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Tân Triều,Xã,00643
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Thanh Liệt,Xã,00646
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Tả Thanh Oai,Xã,00649
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Hữu Hoà,Xã,00652
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Tam Hiệp,Xã,00655
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Tứ Hiệp,Xã,00658
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Yên Mỹ,Xã,00661
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Vĩnh Quỳnh,Xã,00664
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Ngũ Hiệp,Xã,00667
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Duyên Hà,Xã,00670
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Ngọc Hồi,Xã,00673
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Vạn Phúc,Xã,00676
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Đại áng,Xã,00679
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Liên Ninh,Xã,00682
Hà Nội,Thành phố,01,Thanh Trì,Huyện,020,Đông Mỹ,Xã,00685
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Thượng Cát,Phường,00595
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Liên Mạc,Phường,00598
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Đông Ngạc,Phường,00601
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Đức Thắng,Phường,00602
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Thụy Phương,Phường,00604
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Tây Tựu,Phường,00607
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Xuân Đỉnh,Phường,00610
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Xuân Tảo,Phường,00611
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Minh Khai,Phường,00613
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Cổ Nhuế 1,Phường,00616
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Cổ Nhuế 2,Phường,00617
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Phú Diễn,Phường,00619
Hà Nội,Thành phố,01,Bắc Từ Liêm,Quận,021,Phúc Diễn,Phường,00620
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Chi Đông,Thị trấn,08973
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Đại Thịnh,Xã,08974
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Kim Hoa,Xã,08977
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Thạch Đà,Xã,08980
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Tiến Thắng,Xã,08983
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Tự Lập,Xã,08986
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Quang Minh,Thị trấn,08989
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Thanh Lâm,Xã,08992
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Tam Đồng,Xã,08995
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Liên Mạc,Xã,08998
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Vạn Yên,Xã,09001
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Chu Phan,Xã,09004
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Tiến Thịnh,Xã,09007
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Mê Linh,Xã,09010
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Văn Khê,Xã,09013
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Hoàng Kim,Xã,09016
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Tiền Phong,Xã,09019
Hà Nội,Thành phố,01,Mê Linh,Huyện,250,Tráng Việt,Xã,09022
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Nguyễn Trãi,Phường,09538
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Mộ Lao,Phường,09541
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Văn Quán,Phường,09542
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Vạn Phúc,Phường,09544
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Yết Kiêu,Phường,09547
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Quang Trung,Phường,09550
Hà Nội,Thành phố,01,Hà Đông,Quận,268,La Khê,Phường,09551
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Phú La,Phường,09552
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Phúc La,Phường,09553
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Hà Cầu,Phường,09556
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Yên Nghĩa,Phường,09562
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Kiến Hưng,Phường,09565
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Phú Lãm,Phường,09568
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Phú Lương,Phường,09571
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Dương Nội,Phường,09886
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Đồng Mai,Phường,10117
Hà Nội,Thành phố,01,Hà Đông,Quận,268,Biên Giang,Phường,10123
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Lê Lợi,Phường,09574
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Phú Thịnh,Phường,09577
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Ngô Quyền,Phường,09580
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Quang Trung,Phường,09583
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Sơn Lộc,Phường,09586
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Xuân Khanh,Phường,09589
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Đường Lâm,Xã,09592
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Viên Sơn,Phường,09595
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Xuân Sơn,Xã,09598
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Trung Hưng,Phường,09601
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Thanh Mỹ,Xã,09604
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Trung Sơn Trầm,Phường,09607
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Kim Sơn,Xã,09610
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Sơn Đông,Xã,09613
Hà Nội,Thành phố,01,Sơn Tây,Thị xã,269,Cổ Đông,Xã,09616
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Tây Đằng,Thị trấn,09619
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Phú Cường,Xã,09625
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Cổ Đô,Xã,09628
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Tản Hồng,Xã,09631
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Vạn Thắng,Xã,09634
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Châu Sơn,Xã,09637
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Phong Vân,Xã,09640
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Phú Đông,Xã,09643
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Phú Phương,Xã,09646
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Phú Châu,Xã,09649
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Thái Hòa,Xã,09652
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Đồng Thái,Xã,09655
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Phú Sơn,Xã,09658
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Minh Châu,Xã,09661
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Vật Lại,Xã,09664
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Chu Minh,Xã,09667
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Tòng Bạt,Xã,09670
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Cẩm Lĩnh,Xã,09673
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Sơn Đà,Xã,09676
Hà Nội,Thành phố,01,Ba Vì,Huyện,271,Đông Quang,Xã,09679
